date,symbol,action,shares,price,cost,position_size,confidence,stop_loss,regime,revenue,pnl,return_pct,holding_days,reason,drawdown
2024-05-07,MSFT,BUY,6,409.34,2458.4960399999995,0.1384998444916325,0.9178560320830892,376.5928,HIGH,,,,,,
2024-05-24,MSFT,SELL,6,430.16,,,0.9178560320830892,,LOW,2578.3790400000003,122.3390400000003,4.981150144134473,17.0,Model sell signal,
2024-05-30,MSFT,BUY,5,414.67,2075.4233499999996,0.12691957325301526,0.835139808950109,381.49640000000005,MEDIUM,,,,,,
2024-07-02,MSFT,SELL,5,459.28,,,0.835139808950109,,MEDIUM,2294.1035999999995,220.75359999999955,10.647194154387805,33.0,Model sell signal,
2024-07-16,MSFT,BUY,5,449.52,2249.8475999999996,0.13699305893243063,0.9070932780887904,413.5584,MEDIUM,,,,,,
2024-07-17,MSFT,SELL,5,443.52,,,0.9070932780887904,,MEDIUM,2215.3824,-32.21759999999995,-1.4334223171382785,1.0,Model sell signal,
2024-08-08,MSFT,BUY,5,402.69,2015.4634499999997,0.11501230283992708,0.7500878774280506,370.4748,MEDIUM,,,,,,
2024-08-12,MSFT,SELL,5,406.81,,,0.7500878774280506,,MEDIUM,2032.01595,18.56594999999993,0.9220964016985735,4.0,Model sell signal,
2024-08-26,MSFT,BUY,5,413.49,2069.5174499999994,0.12803144367419939,0.8430817405299956,380.41080000000005,MEDIUM,,,,,,
2024-09-13,MSFT,SELL,5,430.59,,,0.8430817405299956,,MEDIUM,2150.7970499999997,83.34704999999985,4.031393745918878,18.0,Model sell signal,
2024-10-14,MSFT,BUY,5,419.14,2097.7956999999997,0.13276005748730882,0.8768575534807773,385.60880000000003,MEDIUM,,,,,,
2024-10-28,MSFT,SELL,5,426.59,,,0.8768575534807773,,LOW,2130.8170499999997,35.117049999999836,1.675671613303423,14.0,Model sell signal,
2024-11-06,MSFT,BUY,6,420.18,2523.6010799999995,0.13781906975357963,0.9129933553827116,386.5656,HIGH,,,,,,
2024-11-15,MSFT,SELL,6,415.0,,,0.9129933553827116,,MEDIUM,2487.51,-33.56999999999971,-1.3315721833499814,9.0,Model sell signal,
2024-11-19,MSFT,BUY,5,417.79,2091.03895,0.13224451365638426,0.8731750975456019,384.3668,MEDIUM,,,,,,
2024-12-18,MSFT,SELL,5,437.39,,,0.8731750975456019,,MEDIUM,2184.76305,95.81304999999975,4.58666076258406,29.0,Model sell signal,
2025-01-07,MSFT,BUY,5,422.37,2113.9618499999997,0.12102691315397765,0.7930493796712689,388.5804,MEDIUM,,,,,,
2025-01-10,MSFT,SELL,5,418.95,,,0.7930493796712689,,MEDIUM,2092.65525,-19.194750000000113,-0.9089068825910984,3.0,Model sell signal,
2025-01-15,MSFT,BUY,5,426.31,2133.68155,0.13113775409828282,0.8652696721305916,392.2052,MEDIUM,,,,,,
2025-01-22,MSFT,SELL,5,446.2,,,0.8652696721305916,,HIGH,2228.769,97.2189999999996,4.560953296896606,7.0,Model sell signal,
2025-02-25,MSFT,BUY,6,397.9,2389.7873999999993,0.14316058165990508,0.9511470118564648,366.068,MEDIUM,,,,,,
2025-03-05,MSFT,SELL,6,401.02,,,0.9511470118564648,,HIGH,2403.71388,16.313880000000154,0.6833324956019166,8.0,Model sell signal,
2025-03-07,MSFT,BUY,5,393.31,1968.5165499999998,0.11582134441252495,0.7558667458037497,361.84520000000003,HIGH,,,,,,
2025-03-11,MSFT,SELL,5,380.45,,,0.7558667458037497,,HIGH,1900.34775,-66.20225000000005,-3.366415804327378,4.0,Model sell signal,
2025-03-18,MSFT,BUY,6,383.52,2303.4211199999995,0.1410746069425045,0.9362471924464607,352.8384,HIGH,,,,,,
2025-03-21,MSFT,SELL,6,391.26,,,0.9362471924464607,,HIGH,2345.21244,44.0924399999999,1.9161295369211468,3.0,Model sell signal,
2025-03-28,MSFT,BUY,6,378.8,2275.0728,0.13799450349042916,0.9142464535030654,348.49600000000004,MEDIUM,,,,,,
2025-04-08,MSFT,SELL,6,354.56,,,0.9142464535030654,,HIGH,2125.23264,-147.56736,-6.492756071805703,11.0,Model sell signal,
2025-04-10,MSFT,BUY,6,381.35,2290.3881,0.12716751822221906,0.8369108444444218,350.84200000000004,HIGH,,,,,,
2025-05-01,MSFT,SELL,6,425.4,,,0.8369108444444218,,HIGH,2549.8475999999996,261.74759999999924,11.439517503605577,21.0,Model sell signal,
2025-05-14,MSFT,BUY,5,452.94,2266.9646999999995,0.12503846033847102,0.8217032881319358,416.70480000000003,HIGH,,,,,,
2025-07-03,MSFT,SELL,5,498.84,,,0.8217032881319358,,MEDIUM,2491.7057999999997,227.0057999999999,10.02365876275003,50.0,Model sell signal,
2025-08-29,MSFT,BUY,4,506.69,2028.7867599999997,0.11926427944351772,0.7804591388822695,466.1548,LOW,,,,,,
2025-09-05,MSFT,SELL,4,495.0,,,0.7804591388822695,,MEDIUM,1978.02,-48.74000000000001,-2.4048234620774047,7.0,Model sell signal,
2025-09-26,MSFT,BUY,4,511.46,2047.8858399999997,0.12193488938858331,0.7995349242041665,470.5432,MEDIUM,,,,,,
2025-10-06,MSFT,SELL,4,528.57,,,0.7995349242041665,,LOW,2112.1657200000004,66.3257200000005,3.241979822469035,10.0,Model sell signal,
